Date,Time,milisecond,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,
2019-5-16,9h58m59s,564ms,25.6778,27.7862,1.32296,1372,2.11337,400,0.00315862,1000,0.00446326,1768,20,1820,
2019-5-16,9h58m59s,752ms,25.6778,27.7862,1.32296,1372,2.11337,400,0.00334173,1000,0.00446326,1768,20,1820,
2019-5-16,9h58m59s,939ms,25.6778,27.7862,1.32296,1372,2.11337,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m0s,126ms,25.6778,27.7862,1.32296,1372,2.11337,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m0s,313ms,25.5775,27.7862,1.32296,1372,2.11337,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m0s,500ms,25.5775,27.7862,1.29854,1372,2.11337,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m0s,688ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m0s,875ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m1s,62ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m1s,249ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m1s,436ms,25.5775,27.8938,1.32296,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m1s,624ms,25.5775,27.8938,1.32296,1372,2.09812,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m1s,811ms,25.5775,27.8938,1.32296,1372,2.09812,400,0.00334173,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m1s,998ms,25.5775,27.8938,1.32296,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m2s,185ms,25.5775,27.8938,1.32296,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m2s,372ms,25.5775,27.8938,1.32296,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m2s,560ms,25.5775,27.7862,1.29854,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m2s,747ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m2s,934ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.0031281,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m3s,121ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.0031281,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m3s,308ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.0031281,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m3s,496ms,25.5775,27.7862,1.30159,1372,2.18967,400,0.0031281,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m3s,683ms,25.5775,27.7862,1.30159,1372,2.09812,400,0.0031281,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m3s,870ms,25.5775,27.7862,1.30159,1372,2.09812,400,0.00334173,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m4s,57ms,25.5775,27.7862,1.30159,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m4s,244ms,25.5775,27.7862,1.30159,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m4s,432ms,25.5775,27.6786,1.32296,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m4s,619ms,25.5775,27.6786,1.32296,1372,2.11337,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m4s,806ms,25.5775,27.6786,1.32296,1372,2.11337,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m4s,993ms,25.5775,27.6786,1.32296,1372,2.11337,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m5s,180ms,25.5775,27.6786,1.32296,1372,2.11337,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m5s,368ms,25.5775,27.7862,1.32296,1372,2.11337,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m5s,555ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m5s,742ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.0031281,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m5s,929ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m6s,116ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m6s,304ms,25.5775,27.7862,1.29854,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m6s,491ms,25.5775,27.7862,1.31991,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m6s,678ms,25.5775,27.7862,1.31991,1372,2.09812,400,0.00334173,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m6s,865ms,25.5775,27.7862,1.31991,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m7s,52ms,25.5775,27.7862,1.31991,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m7s,240ms,25.5775,27.7862,1.31991,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m7s,427ms,25.5775,27.7862,1.29854,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m7s,614ms,25.5775,27.7862,1.29854,1372,2.20493,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m7s,801ms,25.5775,27.7862,1.29854,1372,2.20493,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m7s,988ms,25.5775,27.7862,1.29854,1372,2.20493,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m8s,176ms,25.5775,27.7862,1.29854,1372,2.20493,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m8s,363ms,25.5775,27.7862,1.3138,1372,2.20493,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m8s,550ms,25.5775,27.7862,1.3138,1372,2.09812,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m8s,737ms,25.5775,27.7862,1.3138,1372,2.09812,400,0.00337224,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m8s,924ms,25.5775,27.7862,1.3138,1372,2.09812,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m9s,112ms,25.4773,27.7862,1.3138,1372,2.09812,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m9s,299ms,25.4773,27.7862,1.3077,1372,2.09812,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m9s,486ms,25.4773,27.7862,1.3077,1372,2.18967,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m9s,673ms,25.4773,27.7862,1.3077,1372,2.18967,400,0.00315862,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m9s,860ms,25.4773,27.7862,1.3077,1372,2.18967,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m10s,48ms,25.6778,27.7862,1.3077,1372,2.18967,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m10s,235ms,25.6778,27.8938,1.31075,1372,2.18967,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m10s,422ms,25.6778,27.8938,1.31075,1372,2.05234,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m10s,609ms,25.6778,27.8938,1.31075,1372,2.05234,400,0.00337224,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m10s,796ms,25.6778,27.8938,1.31075,1372,2.05234,400,0.00337224,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m10s,984ms,25.6778,27.8938,1.31075,1372,2.05234,400,0.00337224,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m11s,171ms,25.5775,27.7862,1.31075,1372,2.05234,400,0.00337224,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m11s,358ms,25.5775,27.7862,1.31075,1372,2.15915,400,0.00337224,1000,0.00431067,1768,20,1820,
